Station_ID	Station_Name	State	Latitude	Longitude	Elevation	tl01	tl02	tl03	tl04	tl05	tl06	tl07	tl08	tl09	tl10	tl11	tl12	t01	t02	t03	t04	t05	t06	t07	t08	t09	t10	t11	t12	pp01	pp02	pp03	pp04	pp05	pp06	pp07	pp08	pp09	pp10	pp11	pp12	ss01	ss02	ss03	ss04	ss05	ss06	ss07	ss08	ss09	ss10	ss11	ss12	Status
USC00452914	FORKS 1 E	WA	47.95	-124.35	106.70	1.83	1.44	2.33	3.50	6.11	8.55	10.22	10.38	8.55	5.88	3.27	1.05	4.77	5.55	6.97	9.00	11.75	14.08	16.30	16.69	14.72	10.50	6.44	3.91	46.40	32.28	34.39	23.39	14.68	9.93	6.27	6.57	10.23	29.97	47.32	42.62	6.35	4.31	1.52	0.25	0.00	0.00	0.00	0.00	0.00	0.00	3.04	4.82	TPS
USC00453177	GLENOMA	WA	46.51	-122.13	256.00	-0.16	-0.33	1.05	2.66	5.44	7.88	9.66	9.05	6.38	3.22	1.33	-0.77	3.38	4.55	6.36	8.66	11.75	14.58	17.30	17.13	14.25	9.55	5.41	2.83	23.90	17.75	17.83	14.40	10.54	7.87	2.84	3.02	7.62	13.97	27.05	23.41	10.66	6.09	1.01	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.52	4.31	TPS
USC00453184	GLENWOOD #2	WA	46.00	-121.26	579.70	-4.61	-4.22	-2.27	-1.11	1.77	4.61	6.22	5.66	1.61	-1.50	-2.77	-5.61	-0.19	1.36	4.38	6.75	10.52	13.72	16.83	16.66	12.69	7.69	2.91	-1.25	14.17	10.05	7.72	3.42	3.02	1.98	0.63	0.68	2.23	5.15	13.48	17.09	45.72	18.79	10.92	0.76	0.00	0.00	0.00	0.00	0.00	0.50	12.70	56.64	TPS
USC00453222	GOLDENDALE	WA	45.80	-120.84	499.90	-4.22	-2.94	-0.66	0.99	4.50	7.50	10.33	9.83	5.33	1.38	-2.22	-4.44	-0.69	1.75	5.33	8.22	12.11	15.77	19.97	19.55	15.00	9.13	2.83	-1.16	7.77	4.95	3.75	2.54	2.59	1.19	0.25	0.71	1.34	3.58	6.93	8.10	20.82	6.85	0.76	0.12	0.00	0.00	0.00	0.00	0.00	0.00	6.85	24.38	TPS
USC00453226	GOLDENDALE	WA	45.81	-120.81	518.20	-3.16	-2.88	-0.72	0.11	3.22	6.50	9.22	8.22	5.16	1.27	-1.61	-4.50	0.44	1.91	5.38	7.61	11.58	15.08	19.27	18.86	14.83	9.13	3.22	-0.69	6.40	4.39	3.47	2.48	2.43	1.52	0.45	0.86	1.57	2.79	6.12	6.35													TP
USC00453284	GRAPEVIEW 3 SW	WA	47.30	-122.86	15.50	2.00	1.94	2.94	4.44	7.22	9.77	11.38	11.88	9.50	6.44	3.88	1.77	5.19	6.05	7.77	9.94	13.30	15.55	17.97	18.19	15.83	11.11	7.33	4.83	22.96	14.85	14.88	9.27	6.24	5.00	1.62	2.18	4.26	12.03	22.91	23.13	1.01	1.52	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	3.30	TPS
USC00453320	GRAYLAND	WA	46.80	-124.08	3.00	3.05	2.72	3.94	5.11	7.50	9.61	10.94	10.94	9.22	6.44	4.38	2.38	6.27	6.75	8.02	9.27	11.52	13.44	14.86	15.19	14.22	11.02	7.94	5.66	28.19	20.11	20.52	14.55	9.14	6.52	3.45	4.16	6.52	19.20	30.70	27.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00453333	GRAYS RIVER HATCHERY	WA	46.38	-123.56	30.50	1.16	0.77	1.94	3.11	5.72	8.11	9.83	9.61	7.44	4.50	2.44	0.66	5.47	6.13	7.61	9.27	12.11	14.44	16.83	17.00	15.16	10.97	7.19	4.80	40.81	28.21	28.72	20.87	12.26	9.70	3.93	5.38	9.70	25.75	42.69	40.18	3.81	1.77	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.76	TPS
USC00453515	HARRINGTON 1 NW	WA	47.49	-118.25	658.40	-5.72	-4.44	-1.61	0.16	3.33	6.38	8.61	8.55	4.66	0.11	-2.88	-6.77	-2.33	-0.11	4.27	7.63	11.58	15.05	18.72	18.66	14.13	7.77	1.50	-3.38	3.65	2.69	3.17	2.46	3.02	2.61	1.27	0.86	1.27	2.46	4.24	4.62	20.06	10.16	3.30	0.50	0.12	0.00	0.00	0.00	0.00	0.25	9.14	20.82	TPS
USC00453529	HARTLINE	WA	47.68	-119.11	582.20	-5.88	-4.22	-0.72	1.77	5.50	8.88	12.88	12.66	8.61	2.66	-2.61	-6.38	-2.36	0.38	5.22	9.27	13.66	17.52	22.11	21.61	17.02	9.80	2.02	-2.88																									T
USC00453546	HATTON 9 SE	WA	46.72	-118.65	458.70	-2.83	-1.38	1.33	3.61	7.00	10.66	14.22	13.88	9.55	4.16	0.22	-3.55	0.16	2.77	6.94	10.36	14.61	18.66	22.86	22.38	17.50	10.63	4.08	-0.77	2.89	2.23	2.89	2.46	2.23	1.70	0.73	0.73	1.16	2.10	3.68	3.53	10.41	4.57	1.27	0.25	0.12	0.00	0.00	0.00	0.00	0.00	2.79	12.95	TPS
USC00453730	HOLDEN VILLAGE	WA	48.19	-120.77	980.80	-8.83	-8.61	-5.38	-2.16	1.44	4.88	6.88	6.66	3.05	-1.05	-4.94	-9.66	-4.83	-3.22	0.52	4.41	8.83	12.52	15.91	15.88	11.69	5.41	-1.27	-5.91	16.89	10.28	8.25	4.08	3.68	3.27	1.98	2.43	3.73	10.46	17.29	17.72	162.56	106.17	68.07	13.97	1.27	0.00	0.00	0.00	0.00	11.43	105.91	197.86	TPS
USC00453826	HUMPTULIPS SALMON HTCH	WA	47.23	-123.98	42.70	1.44	0.83	1.66	3.00	5.61	8.11	9.72	9.55	7.33	4.55	2.38	0.49	4.52	5.00	6.36	8.16	11.02	13.22	15.38	15.50	13.66	9.69	6.02	3.63	45.28	31.34	31.44	21.81	13.74	10.13	5.43	6.50	10.21	28.65	47.24	41.85	2.03	2.03	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.52	TPS
USC00453883	ICE HARBOR DAM	WA	46.24	-118.87	112.20	-1.88	-1.27	1.77	4.88	8.72	12.27	15.55	14.94	10.33	5.05	1.61	-2.27	1.86	3.77	8.11	11.72	15.77	19.47	23.47	23.08	18.36	12.02	6.16	1.27	3.35	2.51	2.92	2.31	2.87	2.05	0.68	0.83	1.04	2.31	3.63	3.53	2.28	1.01	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	4.06	TPS
USC00453915	INDIAN SUMMER GLF CRSE	WA	46.98	-122.83	60.00																									18.44	15.01	13.58	9.22	6.62	4.59	2.13	2.46	5.38	11.12	22.09	17.70													P
USC00454077	KAHLOTUS 5 SSW	WA	46.58	-118.60	473.00																									3.30	1.93	3.17	2.26	2.15	1.57	0.91	0.50	1.29	2.08	3.63	3.86													P
USC00454084	KALAMA FALLS HATCHERY	WA	46.01	-122.73	94.50																									24.13	18.08	18.66	13.71	9.88	7.01	2.41	2.97	5.96	14.35	26.82	25.67													P
USC00454154	KENNEWICK	WA	46.21	-119.10	118.90	-1.38	-0.72	2.44	5.72	9.72	13.38	16.50	16.00	11.27	5.61	1.94	-1.77	1.94	4.08	8.55	12.38	16.66	20.47	24.44	23.91	18.94	12.19	6.13	1.30	2.74	1.98	1.85	1.42	1.62	1.29	0.55	0.45	0.76	1.52	2.54	2.87	1.52	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.01	TPS
USC00454169	KENT	WA	47.41	-122.24	9.10	2.38	2.22	3.88	5.66	8.66	11.38	13.27	13.11	10.55	7.05	4.00	1.55	5.61	6.47	8.52	10.88	14.02	16.72	19.33	19.27	16.36	11.58	7.50	4.63	14.27	9.77	10.33	7.21	5.66	4.52	2.10	2.51	3.88	9.39	15.92	13.79													TP
USC00454338	LACROSSE	WA	46.81	-117.88	449.90	-3.55	-2.83	-0.55	2.00	5.11	8.55	11.11	10.83	6.38	1.61	-1.05	-4.55	0.22	2.30	6.05	9.50	13.47	17.52	21.52	21.08	16.08	9.55	3.75	-0.97	4.90	3.40	4.19	3.53	3.17	2.31	0.93	0.91	1.24	2.81	5.13	5.61	9.90	4.82	1.77	0.25	0.00	0.00	0.00	0.00	0.00	0.12	3.30	18.28	TPS
USC00454446	LAKE WENATCHEE	WA	47.83	-120.79	623.60																									17.22	8.10	6.65	3.83	3.04	2.79	1.37	1.44	2.23	8.15	16.12	14.52													P
USC00454486	LANDSBURG	WA	47.37	-121.96	163.10	0.77	0.61	1.66	3.50	6.27	8.88	10.72	10.66	8.00	4.72	2.44	-0.05	4.00	4.86	6.55	8.91	12.08	14.86	17.50	17.52	14.41	9.61	5.88	3.00	19.93	13.20	14.60	12.31	10.21	8.05	3.70	4.06	6.42	13.05	22.65	17.11	0.50	2.28	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.81	2.79	TPS
USC00454572	LEAVENWORTH 3 S	WA	47.55	-120.67	343.80	-6.50	-5.50	-2.11	1.05	4.94	8.61	11.22	10.77	5.88	0.88	-2.44	-6.88	-2.52	0.22	4.80	8.94	13.33	17.16	20.94	20.80	15.91	9.13	2.16	-3.19	11.43	6.68	5.30	2.81	2.71	2.71	0.99	1.16	1.65	5.25	11.43	11.40	55.11	28.44	8.12	0.25	0.00	0.00	0.00	0.00	0.00	0.76	25.65	84.32	TPS
USC00454679	LIND 3 NE	WA	47.00	-118.56	496.80	-3.72	-2.33	0.05	2.16	5.33	8.72	11.77	11.61	7.44	2.38	-0.94	-4.72	-0.44	2.08	6.11	9.50	13.63	17.44	21.55	21.22	16.47	9.75	3.33	-1.63	2.97	2.08	2.61	2.10	2.08	1.52	0.86	0.78	1.04	2.05	3.47	3.20	13.71	4.57	1.27	0.25	0.00	0.00	0.00	0.00	0.00	0.00	3.81	12.95	TPS
USC00454748	LONG BEACH EXP STN	WA	46.36	-124.03	7.60	2.88	2.55	3.66	5.00	7.55	9.72	11.33	11.11	8.94	6.16	4.22	2.27	6.08	6.38	7.58	8.86	11.13	13.05	14.75	14.97	13.80	10.72	7.69	5.52	29.94	21.33	21.94	15.90	9.67	7.46	3.65	4.21	6.55	18.28	31.14	29.64	0.50	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.25	TPS
USC00454764	LONGMIRE RAINIER NPS	WA	46.74	-121.81	841.90	-3.66	-3.77	-2.50	-1.00	2.00	4.88	7.38	7.33	4.55	1.16	-1.77	-4.22	-0.38	0.49	2.50	4.66	8.44	11.80	15.36	15.55	12.33	7.02	1.86	-1.02	29.74	20.06	18.92	14.50	12.26	9.80	4.11	3.86	9.04	20.04	34.01	26.59	75.94	55.62	57.40	26.92	4.31	0.25	0.00	0.00	0.00	3.04	46.73	85.09	TPS
USC00454769	LONGVIEW	WA	46.15	-122.91	3.70	1.83	1.72	3.33	4.66	7.27	9.77	11.83	11.72	9.77	6.83	4.00	1.44	5.08	6.22	8.41	10.41	13.44	15.94	18.63	18.88	16.63	12.05	7.58	4.47	16.81	12.44	11.88	9.62	8.07	5.74	2.10	2.92	5.20	10.18	19.58	17.27													TP
USC00455086	MATLOCK 8 S	WA	47.14	-123.40	33.50																									34.56	23.87	23.62	16.15	10.33	6.78	3.37	4.11	7.39	21.41	36.49	32.96	2.28	1.52	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.25	PS
USC00455110	MAYFIELD PWR PLT	WA	46.50	-122.59	85.30																									19.30	13.79	15.06	12.77	9.93	7.06	2.74	3.22	5.41	12.44	22.52	18.97	0.25	0.25	0.12	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.77	PS
USC00455133	MAZAMA	WA	48.59	-120.40	641.90	-8.77	-7.16	-3.44	-0.11	4.38	8.38	11.38	11.11	6.16	0.49	-4.00	-9.61	-5.00	-2.27	2.33	7.11	11.88	15.88	19.77	19.66	14.55	7.00	-0.47	-6.19	9.34	5.96	4.29	2.61	2.69	2.61	2.00	1.47	1.67	4.62	9.90	9.70	83.56	44.70	19.30	0.76	0.12	0.00	0.00	0.00	0.00	5.58	40.89	96.01	TPS
USC00455224	MC MILLIN RSVR	WA	47.13	-122.25	176.50	1.05	0.83	2.44	4.00	7.00	9.61	11.38	11.38	8.83	5.50	2.77	0.33	4.41	5.00	7.02	9.11	12.33	15.08	17.66	17.88	14.88	10.33	6.41	3.61	15.11	10.54	11.45	8.94	7.26	5.99	2.61	2.41	4.14	9.72	17.83	14.42	2.54	1.27	2.03	0.25	0.00	0.00	0.00	0.00	0.00	0.00	2.54	3.55	TPS
USC00455231	MCNARY DAM	WA	45.94	-119.29	110.00	-1.05	-0.72	2.22	5.11	8.88	12.44	16.00	15.83	11.61	6.33	2.11	-1.44	2.00	3.61	7.83	11.41	15.58	19.36	23.61	23.33	18.58	12.22	6.11	1.47	2.74	1.98	1.98	1.54	1.95	1.49	0.45	0.58	0.91	1.57	2.79	2.79	0.25	1.52	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.76	TPS
USC00455305	MERWIN DAM	WA	45.95	-122.56	68.30																									24.96	18.92	18.49	14.45	10.41	7.67	2.61	3.30	6.93	14.57	27.91	25.14	3.04	3.30	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.01	PS
USC00455326	METHOW 2 S	WA	48.10	-120.00	345.90	-6.66	-4.94	-1.16	2.11	6.05	9.50	12.33	11.83	7.27	1.66	-2.61	-7.22	-3.05	-0.08	5.38	10.05	14.33	18.05	21.83	21.61	16.72	9.36	2.00	-3.75	3.83	3.17	2.97	1.85	3.25	2.54	1.39	0.91	1.34	2.26	4.92	5.02	39.37	13.46	3.30	0.76	0.00	0.00	0.00	0.00	0.00	0.25	14.47	39.11	TPS
USC00455387	MILL CREEK DAM	WA	46.07	-118.27	358.10																									5.23	4.34	5.63	4.41	4.95	3.25	1.19	1.39	1.80	3.75	6.09	5.35	9.39	6.09	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.54	6.85	PS
USC00455525	MONROE	WA	47.84	-121.99	36.60	1.27	1.16	2.88	4.77	7.61	10.11	11.94	11.77	9.33	6.11	3.22	0.44	4.69	5.69	7.75	10.11	13.13	15.72	18.25	18.38	15.52	10.86	6.72	3.63	15.84	10.46	12.21	9.57	8.61	6.47	3.37	3.32	6.60	12.14	18.92	16.30	0.76	1.77	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.77	1.52	TPS
USC00455659	MT ADAMS RS	WA	45.99	-121.54	594.40	-3.83	-3.50	-1.50	0.33	3.77	6.88	9.38	8.72	5.00	1.05	-1.38	-4.44	-0.19	1.19	4.27	7.55	11.69	15.11	18.97	18.63	14.41	8.41	2.80	-1.25	18.69	13.05	13.97	6.19	4.19	3.22	1.14	1.65	2.81	9.93	19.76	21.92													TP
USC00455678	MT VERNON 3 WNW	WA	48.44	-122.38	4.30	2.00	1.88	3.55	4.94	7.88	10.11	11.44	11.38	8.94	5.88	3.77	1.44	5.13	5.86	7.86	9.77	12.80	15.25	17.16	17.50	14.66	10.50	7.11	4.50	10.49	6.42	7.62	5.99	6.80	5.35	2.94	3.53	4.36	8.66	13.33	8.78													TP
USC00455688	MOXEE CITY 10 E	WA	46.50	-120.16	472.40	-4.11	-2.77	-0.38	1.83	5.44	8.94	11.72	11.38	7.66	2.55	-1.66	-5.44	-0.44	2.19	6.08	9.38	13.61	17.38	21.08	20.66	16.27	9.75	3.30	-1.80	2.31	1.52	1.65	1.77	1.98	1.85	0.63	0.63	1.01	1.65	2.48	2.87	9.39	3.55	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.12	4.06	11.17	TPS
USC00455704	MUD MTN DAM	WA	47.14	-121.93	398.70	0.66	0.38	1.72	3.11	6.05	8.72	10.88	10.94	8.50	5.05	1.94	-0.05	4.22	4.63	6.16	7.94	11.11	13.88	16.83	17.16	14.52	10.05	5.88	3.41	18.18	12.75	14.75	12.80	12.19	9.95	4.92	4.41	7.16	12.75	22.09	14.75	1.77	4.06	0.76	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.50	5.08	TPS
USC00455774	NASELLE 2 ENE	WA	46.37	-123.75	15.20																									44.50	31.72	31.39	21.46	12.54	9.55	4.14	5.02	9.04	25.55	45.49	44.06	1.77	2.54	0.12	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.52	PS
USC00455840	NEWHALEM	WA	48.67	-121.24	160.00	0.22	0.44	1.83	4.00	7.11	9.83	11.72	12.11	9.72	6.22	2.44	-0.05	2.38	3.41	5.88	9.08	12.69	15.47	18.27	18.61	15.41	9.94	4.77	1.91	29.89	17.80	17.50	12.11	8.76	6.90	4.31	4.49	8.07	21.13	35.66	27.81	28.19	16.51	4.31	0.25	0.00	0.00	0.00	0.00	0.00	0.12	6.35	10.16	TPS
USC00455844	NEWPORT	WA	48.18	-117.04	659.00	-6.38	-6.00	-2.88	0.00	4.16	7.50	9.44	8.33	4.33	0.11	-3.00	-6.66	-3.38	-1.52	2.86	6.97	11.77	15.36	18.86	18.16	13.36	6.52	0.41	-3.80	7.39	5.43	5.99	5.48	5.76	5.43	2.99	2.38	2.99	5.38	8.94	10.03	39.62	21.59	6.85	0.25	0.00	0.00	0.00	0.00	0.00	0.25	12.70	53.08	TPS
USC00455946	NORTHPORT	WA	48.87	-117.86	450.20	-4.44	-3.22	-0.22	2.88	6.83	10.27	12.55	11.83	7.94	3.16	-0.61	-4.38	-1.61	1.02	5.77	10.33	14.80	18.44	21.91	21.55	16.75	9.36	2.69	-1.72	5.23	3.65	4.08	4.24	5.46	6.07	3.55	2.56	2.99	3.27	5.38	6.17	36.57	14.47	3.55	0.25	0.00	0.00	0.00	0.00	0.00	0.12	14.73	48.00	TPS
USC00456011	OAKVILLE	WA	46.83	-123.23	24.40	1.22	0.72	1.94	3.27	6.16	8.55	10.66	10.50	8.27	5.33	2.72	0.61	4.86	5.50	7.41	9.72	12.97	15.38	18.05	18.25	15.33	10.94	6.80	4.11	19.45	15.92	14.93	10.54	6.78	5.38	1.87	1.98	4.85	11.68	24.05	22.40	1.77	1.52	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	TPS
USC00456039	ODESSA	WA	47.33	-118.69	470.00	-3.94	-2.88	-0.22	2.00	5.55	9.05	11.88	11.50	6.94	1.88	-1.33	-5.33	-0.38	1.88	6.08	9.66	13.80	17.63	21.36	21.08	16.33	9.66	3.41	-1.66	3.47	2.56	2.71	2.00	2.43	1.75	1.14	0.78	1.06	1.87	3.78	4.21	12.70	3.81	1.52	0.12	0.00	0.00	0.00	0.00	0.00	0.00	4.31	14.73	TPS
USC00456096	OLGA 2 SE	WA	48.61	-122.80	24.40	1.94	2.11	3.33	4.88	6.94	8.88	10.33	10.38	8.83	6.61	3.55	1.38	5.02	5.77	7.47	9.55	12.11	14.19	15.91	16.05	14.13	10.66	6.86	4.50	9.95	6.12	5.91	4.80	4.57	3.27	2.03	2.69	3.37	7.54	12.24	8.99	2.54	2.03	1.52	0.12	0.00	0.00	0.00	0.00	0.00	0.25	2.03	5.08	TPS
USC00456215	OTHELLO 6 ESE	WA	46.78	-119.04	362.70	-3.27	-1.94	0.55	2.61	6.66	10.16	12.55	12.44	8.22	2.83	-1.16	-4.22	-0.38	2.41	6.41	9.50	13.63	17.25	20.50	20.44	16.02	9.66	3.16	-1.44	2.41	2.13	2.00	1.67	1.75	1.24	0.96	0.43	0.99	1.52	2.61	3.20													TP
USC00456262	PACKWOOD	WA	46.60	-121.67	323.10	-0.05	-0.16	1.66	3.38	6.72	9.72	12.00	11.61	8.22	4.61	1.94	-0.66	3.22	4.58	6.80	9.19	12.77	15.69	18.77	18.83	15.66	10.41	5.50	2.36	22.75	15.36	13.79	9.32	7.31	5.30	2.31	2.20	5.23	12.75	25.27	20.59	29.71	10.66	6.60	1.01	0.00	0.00	0.00	0.00	0.00	0.00	6.85	21.33	TPS
USC00456295	PALMER 3 ESE	WA	47.30	-121.85	280.40	1.11	1.05	2.16	3.50	6.38	8.88	11.05	11.33	9.22	5.88	2.83	0.33	4.05	4.86	6.55	8.58	11.72	14.33	17.13	17.50	14.94	10.38	6.02	3.16	28.01	19.65	23.06	18.71	16.23	13.56	6.47	6.50	10.03	18.51	31.95	25.01	13.46	8.63	5.08	1.01	0.00	0.00	0.00	0.00	0.00	0.12	1.77	9.90	TPS
USC00456534	PLAIN	WA	47.78	-120.64	590.10	-5.44	-4.94	-2.50	-0.22	3.55	7.00	9.55	9.22	4.94	0.72	-2.38	-6.16	-2.13	-0.19	3.44	7.08	11.30	14.86	18.38	18.25	13.91	7.63	1.25	-3.19	12.49	7.82	5.41	3.35	3.09	2.43	1.32	1.27	1.82	5.66	12.47	12.39	81.02	45.21	20.57	3.81	0.25	0.00	0.00	0.00	0.00	2.79	42.92	107.69	TPS
USC00456610	POMEROY	WA	46.46	-117.58	589.50	-3.72	-3.05	-0.38	2.33	5.77	8.88	11.38	10.72	6.94	2.11	-1.27	-4.55	0.11	1.75	5.38	8.58	12.50	16.33	20.36	19.94	15.44	9.16	3.38	-1.00	5.18	4.21	4.39	4.34	4.26	2.81	1.57	1.57	2.00	3.09	5.28	5.10													TP
USC00456624	PORT ANGELES	WA	48.11	-123.43	27.40	3.05	3.00	4.05	5.83	8.66	10.94	12.38	12.33	10.55	7.44	4.55	2.66	5.05	5.41	6.80	8.91	11.77	14.05	15.75	15.91	14.13	10.19	6.75	4.58	10.16	5.91	5.48	3.40	2.87	2.15	1.39	1.75	2.36	6.75	11.45	10.51													TP
USC00456678	PORT TOWNSEND	WA	48.11	-122.75	30.50	3.77	3.55	4.72	6.05	8.27	10.22	11.72	11.83	10.33	7.88	5.27	3.16	5.88	6.38	8.02	10.08	12.72	15.02	17.13	17.33	15.19	11.16	7.61	5.19	5.71	3.75	4.24	3.70	4.26	3.25	1.90	1.65	2.59	4.08	6.93	6.24	2.28	1.52	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	1.01	TPS
USC00456747	PRIEST RAPIDS DAM	WA	46.64	-119.90	130.50	-1.77	-0.33	3.27	6.77	11.05	15.00	18.66	18.27	13.44	6.94	1.83	-2.50	1.58	3.94	8.72	12.77	17.44	21.38	25.66	25.22	20.11	12.75	5.91	0.75	2.59	1.70	1.60	1.34	1.14	1.14	0.55	0.38	0.68	1.32	2.79	3.58	5.58	0.76	0.12	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.50	2.28	TPS
USC00456768	PROSSER	WA	46.20	-119.75	253.00	-2.11	-0.83	2.50	5.00	8.83	12.22	14.66	14.05	9.77	4.94	0.61	-2.94	1.58	3.94	8.44	11.91	16.19	19.88	23.47	22.91	18.22	11.88	5.38	0.47	2.87	2.10	1.98	1.77	1.77	1.85	0.50	0.68	1.19	1.90	2.59	3.45	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.76	6.35	TPS
USC00456789	PULLMAN 2 NW	WA	46.76	-117.18	766.60	-3.50	-2.66	-0.16	2.00	5.38	8.05	10.11	10.11	6.55	2.33	-0.72	-4.38	-0.41	1.22	4.66	7.83	11.86	15.05	19.05	19.38	15.00	9.00	3.00	-1.30	6.52	4.69	5.18	4.44	4.59	3.32	1.65	1.67	1.95	4.01	7.26	6.35	34.54	12.95	4.06	1.27	0.25	0.00	0.00	0.00	0.00	0.25	9.65	26.41	TPS
USC00456803	PUYALLUP 2 W EXP STN	WA	47.20	-122.33	15.20	1.38	1.11	2.77	4.50	7.05	9.72	11.77	11.50	8.94	5.88	3.16	0.72	5.11	6.00	8.00	10.41	13.63	16.25	19.02	18.94	16.08	11.33	7.19	4.33	15.16	9.90	10.66	8.00	5.56	4.36	1.75	2.33	3.32	9.57	17.09	14.90	1.01	2.28	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.12	2.28	1.77	TPS
USC00456846	QUILCENE 2 SW	WA	47.80	-122.91	37.50	0.00	0.22	1.66	3.55	6.16	8.88	10.66	10.44	7.61	4.38	1.72	-0.49	3.77	5.13	7.33	9.75	12.66	15.50	18.02	18.13	15.22	10.25	6.11	2.97																									T
USC00456880	QUINCY 1 S	WA	47.21	-119.84	388.30	-5.00	-3.11	0.22	3.55	8.00	11.61	14.55	13.88	9.33	3.50	-1.33	-5.88	-1.44	1.55	6.50	10.55	15.13	18.77	22.47	21.88	17.25	10.27	3.22	-2.44	2.54	1.65	1.62	1.34	1.82	1.21	0.58	0.53	0.93	1.34	2.87	3.47													TP
USC00456896	RAINIER OHANAPECOSH	WA	46.73	-121.57	594.40																									29.00	19.96	18.03	12.75	8.66	6.32	2.64	2.71	6.93	16.84	32.81	31.21	85.85	57.91	24.89	9.39	0.76	0.00	0.00	0.00	0.00	0.12	23.36	77.97	PS
USC00456898	RAINIER PARADISE RS	WA	46.78	-121.74	1654.10	-5.27	-5.50	-4.61	-3.38	-0.11	2.33	5.94	6.61	4.27	0.16	-4.05	-6.05	-1.83	-1.72	-0.66	1.11	4.75	7.47	11.66	12.33	9.38	4.50	-0.55	-2.52	46.32	32.23	31.90	21.08	14.96	10.43	4.95	5.00	11.96	26.49	51.51	43.61	301.49	232.66	230.12	171.45	66.29	14.22	0.76	0.00	3.55	61.21	307.08	314.96	TPS
USC00456909	RANDLE 1 E	WA	46.53	-121.93	274.30																									20.44	15.44	13.51	10.43	8.40	7.51	3.07	3.07	6.57	13.76	26.13	16.63													P
USC00456914	RAYMOND 2 S	WA	46.65	-123.73	9.10	0.27	-0.11	1.27	2.66	5.44	7.94	9.83	9.55	6.94	3.83	1.66	-0.33	4.52	5.08	6.83	8.58	11.27	13.58	15.80	16.02	14.02	9.83	6.25	3.77	32.30	23.41	23.90	16.23	10.21	7.13	3.12	3.53	7.03	19.45	34.69	30.86	0.76	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.76	TPS
USC00456974	REPUBLIC	WA	48.64	-118.73	798.60	-7.88	-6.72	-3.33	-0.66	3.16	6.55	8.66	8.05	3.77	-0.72	-4.11	-8.83	-4.36	-1.69	2.83	6.83	11.08	14.63	18.11	17.91	13.05	6.38	-0.27	-5.44	3.78	2.94	3.20	3.12	4.97	4.97	3.30	2.05	2.10	2.51	4.64	5.38	28.44	13.46	5.33	1.27	0.12	0.00	0.00	0.00	0.00	0.50	16.76	45.21	TPS
USC00457015	RICHLAND	WA	46.31	-119.26	113.70	-1.77	-1.05	1.88	4.72	8.61	12.22	15.05	14.61	10.16	4.66	0.94	-2.55	1.52	3.75	8.02	11.55	15.77	19.47	23.16	22.72	17.94	11.33	5.22	0.47	2.56	1.95	1.75	1.52	1.65	1.27	0.63	0.40	0.78	1.37	2.59	2.84	4.82	4.82	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.25	5.84	TPS
USC00457059	RITZVILLE 1 SSE	WA	47.11	-118.37	566.90	-4.55	-3.27	-0.94	1.05	4.72	8.16	11.55	11.38	7.27	2.11	-1.83	-5.50	-1.25	1.08	5.00	8.30	12.55	16.44	20.83	20.61	15.91	9.30	2.58	-2.22	3.73	2.76	3.17	2.36	2.87	2.03	1.24	0.96	1.19	2.33	4.34	4.41	16.25	6.85	2.28	0.25	0.00	0.00	0.00	0.00	0.00	0.12	9.14	15.74	TPS
