ID	StationNumber	lat	lon	elev	state	station_Name	Field7	Field8	Field9	Field10	StationID
920	369728	41.24	-76.92	158.50	PA	WILLIAMSPORT RGNL AP	369733	------	------	5	USH00369728
921	369933	39.91	-76.75	118.90	PA	YORK 3 SSW PUMP	------	------	------	5	USH00369933
922	370896	41.16	-71.58	33.50	RI	BLOCK ISLAND STATE AP	------	------	------	5	USH00370896
923	374266	41.49	-71.54	34.70	RI	KINGSTON	------	------	------	5	USH00374266
924	376698	41.72	-71.43	15.50	RI	PROVIDENCE WSO AP	376703	------	------	5	USH00376698
925	380074	33.49	-81.69	150.00	SC	AIKEN 5SE	------	------	------	5	USH00380074
926	380165	34.52	-82.66	243.80	SC	ANDERSON	------	------	------	5	USH00380165
927	380559	32.39	-80.69	7.60	SC	BEAUFORT WWTP	------	------	------	5	USH00380559
928	380764	33.36	-81.32	98.80	SC	BLACKVILLE 3 W	------	------	------	5	USH00380764
929	381277	34.09	-82.58	161.50	SC	CALHOUN FALLS	------	------	------	5	USH00381277
930	381310	34.24	-80.65	42.70	SC	CAMDEN 3 W	------	------	------	5	USH00381310
931	381549	32.78	-79.93	3.00	SC	CHARLESTON CITY	------	------	------	5	USH00381549
932	381588	34.73	-79.88	42.70	SC	CHERAW	------	------	------	5	USH00381588
933	381770	34.66	-82.82	251.20	SC	CLEMSON UNIV	------	------	------	5	USH00381770
934	381944	33.98	-81.01	73.80	SC	COLUMBIA UNIV OF SC	------	------	------	5	USH00381944
935	381997	33.83	-79.05	6.10	SC	CONWAY	------	------	------	5	USH00381997
936	382260	34.30	-79.87	45.70	SC	DARLINGTON	------	------	------	5	USH00382260
937	383468	33.36	-79.22	3.00	SC	GEORGETOWN 2 E	------	------	------	5	USH00383468
938	383747	34.88	-82.22	287.40	SC	GRNVL SPART INTL AP	383742	------	------	5	USH00383747
939	383754	34.19	-82.17	187.50	SC	GREENWOOD	------	------	------	5	USH00383754
940	384690	34.53	-80.59	138.10	SC	KERSHAW 1SW	------	------	------	5	USH00384690
941	384753	33.67	-79.82	22.90	SC	KINGSTREE	------	------	------	5	USH00384753
942	385017	34.49	-82.02	179.50	SC	LAURENS	------	------	------	5	USH00385017
943	385200	34.19	-81.41	216.70	SC	LITTLE MTN	------	------	------	5	USH00385200
944	386209	34.29	-81.62	145.10	SC	NEWBERRY	------	------	------	5	USH00386209
945	386527	33.48	-80.87	54.90	SC	ORANGEBURG 2	386522	------	------	5	USH00386527
946	387631	33.99	-81.77	146.30	SC	SALUDA	------	------	------	5	USH00387631
947	387722	34.63	-81.52	158.50	SC	SANTUCK	------	------	------	5	USH00387722
948	388426	33.03	-80.23	19.80	SC	SUMMERVILLE 4W	------	------	------	5	USH00388426
949	388440	33.93	-80.35	53.90	SC	SUMTER	------	------	------	5	USH00388440
950	388887	34.74	-83.08	298.70	SC	WALHALLA	------	------	------	5	USH00388887
951	389327	34.37	-81.09	170.70	SC	WINNSBORO	------	------	------	5	USH00389327
952	389350	34.93	-81.03	210.30	SC	WINTHROP UNIV	------	------	------	5	USH00389350
953	389469	32.68	-80.84	7.60	SC	YEMASSEE	------	------	------	5	USH00389469
954	390020	45.44	-98.41	395.30	SD	ABERDEEN RGNL AP	------	------	------	6	USH00390020
955	390043	43.48	-99.06	512.10	SD	ACADEMY 2NE	------	------	------	6	USH00390043
956	390128	43.65	-97.78	412.40	SD	ALEXANDRIA	------	------	------	6	USH00390128
957	391392	43.30	-96.59	410.00	SD	CANTON	------	------	------	6	USH00391392
958	391739	44.88	-97.73	549.90	SD	CLARK	------	------	------	6	USH00391739
959	391972	43.96	-101.86	735.80	SD	COTTONWOOD 2 E	------	------	------	7	USH00391972
960	392429	45.04	-101.59	723.90	SD	DUPREE	------	------	------	7	USH00392429
961	392797	45.76	-99.63	566.90	SD	EUREKA	------	------	------	6	USH00392797
962	392927	45.03	-99.13	478.50	SD	FAULKTON 1 NW	------	------	------	6	USH00392927
963	393029	44.04	-98.07	374.90	SD	FORESTBURG 3 NE	------	------	------	6	USH00393029
964	393217	44.05	-99.07	524.30	SD	GANN VALLEY 4NW	------	------	------	6	USH00393217
965	393832	44.52	-99.45	576.10	SD	HIGHMORE 1 W	------	------	------	6	USH00393832
966	394007	43.43	-103.47	1085.10	SD	HOT SPRINGS	------	------	------	7	USH00394007
967	394037	44.01	-97.52	474.90	SD	HOWARD	------	------	------	6	USH00394037
968	394516	43.90	-99.86	518.20	SD	KENNEBEC	------	------	------	6	USH00394516
969	395456	45.15	-98.58	396.80	SD	MELLETTE 4 W	------	------	------	6	USH00395456
970	395481	43.23	-97.57	403.60	SD	MENNO	------	------	------	6	USH00395481
971	395536	45.28	-96.66	349.00	SD	MILBANK 4 NW	------	------	------	6	USH00395536
972	395891	43.88	-100.70	707.10	SD	MURDO	------	------	------	6	USH00395891
973	396170	44.44	-100.41	506.00	SD	OAHE DAM	393987	------	------	6	USH00396170
974	396597	44.38	-100.28	531.00	SD	PIERRE RGNL AP	------	------	------	6	USH00396597
975	396947	44.11	-103.28	1051.60	SD	RAPID CITY 4NW	------	------	------	7	USH00396947
976	398622	42.76	-96.91	362.70	SD	VERMILLION 2 SE	------	------	------	6	USH00398622
977	398932	44.90	-97.14	532.80	SD	WATERTOWN RGNL AP	------	------	------	6	USH00398932
978	399442	43.49	-100.47	664.50	SD	WOOD	------	------	------	7	USH00399442
979	401790	36.54	-87.35	116.40	TN	CLARKSVILLE WWTP	------	------	------	6	USH00401790
980	402024	34.99	-84.37	442.00	TN	COPPERHILL	------	------	------	5	USH00402024
981	402108	35.54	-89.70	117.30	TN	COVINGTON 3 SW	------	------	------	6	USH00402108
982	402202	36.01	-85.13	551.70	TN	CROSSVILLE ED & RESEARCH	------	------	------	6	USH00402202
983	402489	36.07	-87.39	237.70	TN	DICKSON	------	------	------	6	USH00402489
984	402589	36.48	-87.86	144.80	TN	DOVER 1 W	------	------	------	6	USH00402589
985	404561	35.62	-88.84	121.90	TN	JACKSON EXP STN	------	------	------	6	USH00404561
986	405187	35.41	-86.80	239.90	TN	LEWISBURG EXP STN	------	------	------	6	USH00405187
987	405882	35.67	-85.78	286.50	TN	MC MINNVILLE	------	------	------	6	USH00405882
988	406371	35.92	-86.37	163.10	TN	MURFREESBORO 5 N	------	------	------	6	USH00406371
989	406534	35.98	-83.20	315.80	TN	NEWPORT 1 NW	------	------	------	5	USH00406534
990	407884	36.41	-82.98	413.00	TN	ROGERSVILLE 1 NE	------	------	------	5	USH00407884
991	409155	35.34	-86.20	311.50	TN	TULLAHOMA	------	------	------	6	USH00409155
992	409219	36.39	-89.03	106.70	TN	UNION CITY	------	------	------	6	USH00409219
993	409502	35.30	-87.75	228.60	TN	WAYNESBORO	------	------	------	6	USH00409502
994	410120	32.72	-99.30	426.70	TX	ALBANY	------	------	------	6	USH00410120
995	410144	27.72	-98.06	61.30	TX	ALICE	------	------	------	6	USH00410144
996	410174	30.37	-103.66	1356.40	TX	ALPINE	------	------	------	6	USH00410174
997	410493	31.74	-99.97	534.90	TX	BALLINGER 2 NW	------	------	------	6	USH00410493
998	410498	30.98	-103.74	981.50	TX	BALMORHEA	------	------	------	6	USH00410498
999	410639	28.45	-97.70	77.70	TX	BEEVILLE 5 NE	------	------	------	6	USH00410639
1000	410832	30.10	-98.42	419.10	TX	BLANCO	------	------	------	6	USH00410832
1001	410902	29.79	-98.73	440.10	TX	BOERNE	------	------	------	6	USH00410902
1002	411000	35.53	-102.25	972.60	TX	BOYS RANCH	419330	------	------	6	USH00411000
1003	411048	30.15	-96.39	95.40	TX	BRENHAM	------	------	------	6	USH00411048
1004	411138	31.73	-98.94	426.70	TX	BROWNWOOD 2ENE	------	------	------	6	USH00411138
1005	411528	28.33	-99.63	170.70	TX	CATARINA	412458	------	------	6	USH00411528
1006	411772	33.61	-95.07	132.60	TX	CLARKSVILLE 2NE	------	------	------	6	USH00411772
1007	412015	27.77	-97.51	13.40	TX	CORPUS CHRISTI AP	------	------	------	6	USH00412015
1008	412019	32.10	-96.47	125.90	TX	CORSICANA	------	------	------	6	USH00412019
1009	412121	33.65	-101.24	917.40	TX	CROSBYTON	------	------	------	6	USH00412121
1010	412266	29.05	-96.23	21.30	TX	DANEVANG 1 W	------	------	------	6	USH00412266
1011	412598	32.06	-98.30	447.40	TX	DUBLIN 2SE	------	------	------	6	USH00412598
1012	412679	28.75	-100.47	247.50	TX	EAGLE PASS 3N	------	------	------	6	USH00412679
1013	412797	31.81	-106.37	1194.20	TX	EL PASO AP	------	------	------	7	USH00412797
1014	412906	28.02	-99.35	176.80	TX	ENCINAL	------	------	------	6	USH00412906
1015	413063	27.13	-98.12	42.40	TX	FALFURRIAS	------	------	------	6	USH00413063
1016	413183	29.67	-97.11	158.50	TX	FLATONIA	------	------	------	6	USH00413183
1017	413280	30.90	-102.91	926.00	TX	FT STOCKTON	------	------	------	6	USH00413280
1018	413420	33.64	-97.05	265.20	TX	GAINESVILLE 5 ENE	413415	------	------	6	USH00413420
1019	413734	33.16	-96.09	166.10	TX	GREENVILLE KGVL RADIO	------	------	------	6	USH00413734
1020	413873	29.47	-96.93	83.80	TX	HALLETTSVILLE 2 N	------	------	------	6	USH00413873
1021	413992	33.15	-99.74	487.70	TX	HASKELL	------	------	------	6	USH00413992
1022	415018	31.07	-98.18	314.60	TX	LAMPASAS	------	------	------	6	USH00415018
1023	415196	30.05	-94.79	10.70	TX	LIBERTY	------	------	------	6	USH00415196
1024	415272	30.74	-98.65	310.90	TX	LLANO	------	------	------	6	USH00415272
1025	415429	29.67	-97.65	121.90	TX	LULING	------	------	------	6	USH00415429
1026	415618	32.54	-94.35	107.30	TX	MARSHALL	------	------	------	6	USH00415618
1027	415707	31.13	-102.22	757.70	TX	MCCAMEY	------	------	------	6	USH00415707
1028	415869	31.70	-96.51	161.50	TX	MEXIA	------	------	------	6	USH00415869
1029	415875	35.70	-100.64	839.70	TX	MIAMI	------	------	------	6	USH00415875
1030	416135	34.21	-102.73	1167.40	TX	MULESHOE #1	------	------	------	6	USH00416135
1031	416276	29.71	-98.11	208.80	TX	NEW BRAUNFELS	------	------	------	6	USH00416276
1032	416794	33.67	-95.55	165.20	TX	PARIS	344384	------	------	6	USH00416794
1033	416892	31.41	-103.50	795.50	TX	PECOS	------	------	------	6	USH00416892
1034	417079	34.18	-101.70	1027.20	TX	PLAINVIEW	413862	------	------	6	USH00417079
1035	417336	34.27	-99.75	488.30	TX	QUANAH 2 SW	------	------	------	6	USH00417336
1036	417622	26.37	-98.81	52.40	TX	RIO GRANDE CITY	------	------	------	6	USH00417622
1037	417945	29.53	-98.47	246.60	TX	SAN ANTONIO INTL AP	------	------	------	6	USH00417945
1038	418201	32.71	-102.65	1016.80	TX	SEMINOLE	------	------	------	6	USH00418201
1039	418433	32.71	-100.91	706.80	TX	SNYDER	------	------	------	6	USH00418433
1040	418692	36.33	-102.07	1125.60	TX	STRATFORD	------	------	------	6	USH00418692
1041	418910	31.07	-97.31	193.50	TX	TEMPLE	------	------	------	6	USH00418910
1042	419532	32.74	-97.77	291.10	TX	WEATHERFORD	------	------	------	6	USH00419532
1043	420086	37.44	-112.48	2145.80	UT	ALTON	------	------	------	7	USH00420086
1044	420738	37.61	-109.48	1854.70	UT	BLANDING	------	------	------	7	USH00420738
1045	420788	37.28	-109.55	1318.00	UT	BLUFF	------	------	------	7	USH00420788
1046	421731	41.54	-112.11	1289.30	UT	CORINNE	------	------	------	7	USH00421731
1047	422101	39.28	-112.65	1399.00	UT	DESERET	------	------	------	7	USH00422101
1048	422253	40.16	-110.39	1682.50	UT	DUCHESNE	------	------	------	7	USH00422253
1049	422592	37.76	-111.59	1770.90	UT	ESCALANTE	------	------	------	7	USH00422592
1050	422726	41.02	-111.93	1335.00	UT	FARMINGTON 3 NW	427318	------	------	7	USH00422726
1051	422828	38.96	-112.32	1560.60	UT	FILLMORE	------	------	------	7	USH00422828
1052	422996	40.28	-109.86	1539.20	UT	FT DUCHESNE	------	------	------	7	USH00422996
1053	423418	38.99	-110.15	1240.50	UT	GREEN RIVER AVIATION	423413	------	------	7	USH00423418
1054	423611	38.37	-110.71	1313.10	UT	HANKSVILLE	------	------	------	7	USH00423611
1055	423809	40.49	-111.42	1703.80	UT	HEBER	------	------	------	7	USH00423809
1056	424508	37.02	-112.53	1493.50	UT	KANAB	------	------	------	7	USH00424508
1057	424856	41.82	-111.32	1822.70	UT	LAKETOWN	------	------	------	7	USH00424856
1058	425065	39.56	-111.86	1614.80	UT	LEVAN	------	------	------	7	USH00425065
1059	425186	41.74	-111.80	1460.00	UT	LOGAN UTAH ST UNIV	------	------	------	7	USH00425186
1060	425402	39.25	-111.63	1749.60	UT	MANTI	------	------	------	7	USH00425402
1061	425477	38.45	-112.22	1801.40	UT	MARYSVALE	420519	------	------	7	USH00425477
1062	425733	38.57	-109.54	1242.70	UT	MOAB	------	------	------	7	USH00425733
1063	425752	37.79	-113.92	1664.20	UT	MODENA	------	------	------	7	USH00425752
1064	425826	41.04	-111.67	1551.40	UT	MORGAN POWER & LIGHT	------	------	------	7	USH00425826
1065	426135	39.71	-111.83	1563.00	UT	NEPHI	422418	------	------	7	USH00426135
1066	426404	41.24	-111.94	1325.90	UT	OGDEN PIONEER P H	------	------	------	7	USH00426404
1067	426601	37.82	-112.44	2020.80	UT	PANGUITCH	------	------	------	7	USH00426601
1068	426686	37.84	-112.82	1828.80	UT	PAROWAN PWR	------	------	------	7	USH00426686
1069	427260	38.76	-112.07	1615.40	UT	RICHFIELD RADIO KSVC	------	------	------	7	USH00427260
1070	427516	37.10	-113.56	844.30	UT	ST GEORGE	------	------	------	7	USH00427516
1071	427559	38.91	-111.41	2304.30	UT	SALINA 24 E	425148	------	------	7	USH00427559
1072	427714	39.24	-112.10	1619.70	UT	SCIPIO	------	------	------	7	USH00427714
1073	427729	39.68	-111.20	2655.40	UT	SCOFIELD-SKYLINE MINE	423896	------	------	7	USH00427729
1074	427909	40.54	-111.50	1831.80	UT	SNAKE CREEK POWERHOUSE	------	------	------	7	USH00427909
1075	428119	40.07	-111.60	1438.70	UT	SPANISH FORK PWR HOUSE	------	------	------	7	USH00428119
1076	428705	38.96	-109.71	1554.20	UT	THOMPSON	------	------	------	7	USH00428705
1077	428771	40.52	-112.29	1546.60	UT	TOOELE	------	------	------	7	USH00428771
1078	428973	40.35	-111.89	1370.70	UT	UTAH LAKE LEHI	------	------	------	7	USH00428973
1079	429111	40.42	-109.55	1668.50	UT	VERNAL 2SW	------	------	------	7	USH00429111
1080	429382	40.72	-114.03	1291.40	UT	WENDOVER AP AWOS	------	------	------	7	USH00429382
1081	429595	41.52	-111.14	1924.80	UT	WOODRUFF	------	------	------	7	USH00429595
1082	429717	37.20	-112.98	1234.40	UT	ZION NP	------	------	------	7	USH00429717
1083	431081	44.46	-73.15	100.60	VT	BURLINGTON WSO AP	------	------	------	5	USH00431081
1084	431243	43.38	-72.59	256.60	VT	CAVENDISH	------	------	------	5	USH00431243
1085	431360	43.98	-72.45	243.80	VT	CHELSEA	------	------	------	5	USH00431360
1086	431580	43.95	-73.21	105.20	VT	CORNWALL	------	------	------	5	USH00431580
1087	432769	44.90	-72.80	128.00	VT	ENOSBURG FALLS	------	------	------	5	USH00432769
1088	437054	44.42	-72.01	213.40	VT	SAINT JOHNSBURY	------	------	------	5	USH00437054
1089	437607	44.62	-73.30	33.50	VT	SOUTH HERO	306659	------	------	5	USH00437607
1090	437612	44.07	-72.97	408.70	VT	SOUTH LINCOLN	435733	435740	------	5	USH00437612
1091	440766	37.20	-80.41	640.10	VA	BLACKSBURG NWSO	440765	------	------	5	USH00440766
1092	440993	37.70	-78.28	68.60	VA	BREMO BLUFF	441929	------	------	5	USH00440993
1093	441209	37.09	-81.33	935.10	VA	BURKES GARDEN	------	------	------	5	USH00441209
1094	441593	38.03	-78.52	265.20	VA	CHARLOTTESVILLE 2W	------	------	------	5	USH00441593
1095	442208	38.45	-78.93	426.70	VA	DALE ENTERPRISE	------	------	------	5	USH00442208
1096	442245	36.58	-79.38	125.00	VA	DANVILLE	------	------	------	5	USH00442245
1097	442941	37.32	-78.38	137.20	VA	FARMVILLE 2 N	------	------	------	5	USH00442941
1098	443192	38.31	-77.45	27.40	VA	FREDERICKSBURG NP	------	------	------	5	USH00443192
1099	444101	37.29	-77.27	12.20	VA	HOPEWELL	------	------	------	5	USH00444101
1100	444128	37.99	-79.83	681.50	VA	HOT SPRINGS	------	------	------	5	USH00444128
1101	444876	37.79	-79.41	342.90	VA	LEXINGTON	------	------	------	5	USH00444876
1102	444909	39.08	-77.69	152.40	VA	LINCOLN	------	------	------	5	USH00444909
1103	446139	36.90	-76.19	9.10	VA	NORFOLK INTL AP	442368	------	------	5	USH00446139
1104	446626	36.73	-82.99	448.10	VA	PENNINGTON GAP	------	------	------	5	USH00446626
1105	446712	38.23	-78.12	158.50	VA	PIEDMONT RSCH STN	442155	------	------	5	USH00446712
1106	447338	36.97	-79.89	400.80	VA	ROCKY MT	------	------	------	5	USH00447338
1107	448062	38.18	-79.09	499.90	VA	STAUNTON WATER TRMTMT PLT	------	------	------	5	USH00448062
1108	449151	37.30	-76.70	21.30	VA	WILLIAMSBURG 2 N	449146	------	------	5	USH00449151
1109	449263	38.90	-78.48	205.70	VA	WOODSTOCK 2 NE	------	------	------	5	USH00449263
1110	450008	46.96	-123.82	3.00	WA	ABERDEEN	------	------	------	8	USH00450008
1111	450587	48.71	-122.51	4.60	WA	BELLINGHAM 3 SSW	450569	450564	------	8	USH00450587
1112	450729	48.97	-122.79	18.30	WA	BLAINE	------	------	------	8	USH00450729
1113	450945	47.16	-122.00	208.80	WA	BUCKLEY 1 NE	------	------	------	8	USH00450945
1114	451233	47.41	-121.75	475.50	WA	CEDAR LAKE	------	------	------	8	USH00451233
1115	451276	46.72	-122.95	56.40	WA	CENTRALIA	------	------	------	8	USH00451276
1116	451484	48.96	-122.32	19.50	WA	CLEARBROOK	------	------	------	8	USH00451484
1117	451504	47.18	-120.94	585.20	WA	CLE ELUM	------	------	------	8	USH00451504
1118	451630	48.54	-117.90	474.60	WA	COLVILLE	451630	451650	------	8	USH00451630
1119	451666	48.54	-119.74	707.10	WA	CONCONULLY	------	------	------	8	USH00451666
1120	451939	47.37	-123.16	6.40	WA	CUSHMAN POWERHOUSE 2	453284	------	------	8	USH00451939
1121	452007	47.65	-118.14	743.70	WA	DAVENPORT	------	------	------	8	USH00452007
1122	452030	46.31	-118.00	474.60	WA	DAYTON 1 WSW	------	------	------	8	USH00452030
1123	452505	46.96	-120.54	451.10	WA	ELLENSBURG	452508	------	------	8	USH00452505
1124	452675	47.97	-122.19	18.30	WA	EVERETT	------	------	------	8	USH00452675
1125	452914	47.95	-124.35	106.70	WA	FORKS 1 E	------	------	------	8	USH00452914
1126	453222	45.80	-120.84	499.90	WA	GOLDENDALE	453226	------	------	8	USH00453222
1127	454154	46.21	-119.10	118.90	WA	KENNEWICK	------	------	------	8	USH00454154
1128	454748	46.36	-124.03	7.60	WA	LONG BEACH EXP STN	455932	454752	------	8	USH00454748
1129	454764	46.74	-121.81	841.90	WA	LONGMIRE RAINIER NPS	456894	------	------	8	USH00454764
1130	454769	46.15	-122.91	3.70	WA	LONGVIEW	------	------	------	8	USH00454769
1131	455224	47.13	-122.25	176.50	WA	MC MILLIN RSVR	456803	------	------	8	USH00455224
1132	455946	48.91	-117.80	423.70	WA	NORTHPORT	454549	------	------	8	USH00455946
1133	456039	47.32	-118.69	466.30	WA	ODESSA	------	------	------	8	USH00456039
1134	456096	48.61	-122.80	24.40	WA	OLGA 2 SE	------	------	------	8	USH00456096
1135	456610	46.46	-117.58	579.10	WA	POMEROY	------	------	------	8	USH00456610
1136	456624	48.11	-123.43	27.40	WA	PORT ANGELES	------	------	------	8	USH00456624
1137	456678	48.11	-122.75	30.50	WA	PORT TOWNSEND	------	------	------	8	USH00456678
1138	456789	46.75	-117.19	775.70	WA	PULLMAN 2 NW	456784	------	------	8	USH00456789
1139	456914	46.65	-123.73	9.10	WA	RAYMOND 2 S	459291	------	------	8	USH00456914
1140	457059	47.11	-118.37	557.80	WA	RITZVILLE 1 SSE	------	------	------	8	USH00457059
1141	457267	47.08	-117.59	592.80	WA	SAINT JOHN	451586	------	------	8	USH00457267
1142	457458	47.65	-122.30	5.80	WA	SEATTLE URBAN SITE	457478	------	------	8	USH00457458
1143	457507	48.49	-122.23	18.30	WA	SEDRO WOOLLEY	------	------	------	8	USH00457507
1144	457773	47.54	-121.83	134.10	WA	SNOQUALMIE FALLS	------	------	------	8	USH00457773
1145	457938	47.62	-117.52	717.20	WA	SPOKANE INTL AP	------	------	------	8	USH00457938
1146	458059	48.35	-120.72	387.10	WA	STEHEKIN 4 NW	------	------	------	8	USH00458059
1147	458207	46.32	-120.01	227.70	WA	SUNNYSIDE	------	------	------	8	USH00458207
1148	458773	45.67	-122.65	64.00	WA	VANCOUVER 4 NNE	------	------	------	8	USH00458773
1149	458928	46.10	-118.28	355.40	WA	WALLA WALLA FAA AP	458931	------	------	8	USH00458928
1150	459012	47.64	-120.06	798.60	WA	WATERVILLE	------	------	------	8	USH00459012
1151	459074	47.42	-120.31	195.10	WA	WENATCHEE	------	------	------	8	USH00459074
1152	459238	47.75	-118.67	679.70	WA	WILBUR	------	------	------	8	USH00459238
1153	459376	48.45	-120.19	534.90	WA	WINTHROP 1 WSW	------	------	------	8	USH00459376
1154	461220	38.98	-80.22	443.50	WV	BUCKHANNON	------	------	------	5	USH00461220
1155	461330	39.20	-81.15	231.60	WV	CAIRO	460687	------	------	5	USH00461330
1156	463544	38.93	-80.83	216.40	WV	GLENVILLE	------	------	------	5	USH00463544
1157	465224	37.85	-80.40	701.00	WV	LEWISBURG 3 N	------	------	------	5	USH00465224
1158	465626	39.54	-80.46	335.30	WV	MANNINGTON 8 WNW	465621	------	------	5	USH00465626
1159	465707	39.40	-77.98	162.80	WV	MARTINSBURG E WV RGNL	------	------	------	5	USH00465707
1160	466867	39.10	-79.66	556.60	WV	PARSONS 1 NE	------	------	------	5	USH00466867
1161	466989	38.66	-80.20	877.80	WV	PICKENS 2 N	466991	------	------	5	USH00466989
1162	467029	37.57	-81.53	390.10	WV	PINEVILLE	463353	------	------	5	USH00467029
1163	468384	38.80	-81.36	287.40	WV	SPENCER	------	------	------	5	USH00468384
1164	469368	40.27	-80.61	201.20	WV	WELLSBURG WTR TRMT PL	------	------	------	5	USH00469368
1165	469610	37.67	-82.27	231.60	WV	WILLIAMSON	469605	------	------	5	USH00469610
1166	469683	38.52	-81.91	186.20	WV	WINFIELD LOCKS	------	------	------	5	USH00469683
1167	470349	46.58	-90.96	198.10	WI	ASHLAND EXP FARM	------	------	------	6	USH00470349
1168	470991	44.85	-88.98	329.20	WI	BOWLER	470239	------	------	6	USH00470991
1169	471078	42.61	-89.38	240.80	WI	BRODHEAD	------	------	------	6	USH00471078
1170	472001	42.67	-90.11	292.60	WI	DARLINGTON	------	------	------	6	USH00472001
1171	472839	43.79	-88.45	231.60	WI	FOND DU LAC	------	------	------	6	USH00472839
1172	473405	44.11	-89.53	331.90	WI	HANCOCK EXP FARM	------	------	------	6	USH00473405
1173	474546	42.82	-90.78	317.00	WI	LANCASTER 4 WSW	------	------	------	6	USH00474546
1174	475017	44.08	-87.65	178.00	WI	MANITOWOC	------	------	------	6	USH00475017
1175	475120	44.63	-90.13	377.00	WI	MARSHFIELD EXP FARM	------	------	------	6	USH00475120
1176	475255	45.13	-90.34	448.10	WI	MEDFORD	------	------	------	6	USH00475255
1177	475474	43.07	-88.02	221.30	WI	MILWAUKEE MT MARY COL	478937	------	------	6	USH00475474
1178	475516	45.88	-89.73	488.00	WI	MINOCQUA	------	------	------	6	USH00475516
1179	475808	44.52	-90.63	310.90	WI	NEILLSVILLE 3 SW	473471	------	------	6	USH00475808
1180	475932	44.35	-88.71	243.80	WI	NEW LONDON	------	------	------	6	USH00475932
1181	476208	44.88	-87.95	201.20	WI	OCONTO 4 W	------	------	------	6	USH00476208
1182	476330	44.02	-88.55	228.60	WI	OSHKOSH	------	------	------	6	USH00476330
1183	476718	43.52	-89.43	236.20	WI	PORTAGE	------	------	------	6	USH00476718
1184	476827	43.05	-91.13	200.60	WI	PRAIRIE DU CHIEN	------	------	------	6	USH00476827
1185	476922	42.70	-87.78	181.40	WI	RACINE	------	------	------	6	USH00476922
1186	478027	45.82	-91.87	335.30	WI	SPOONER AG RES STN	------	------	------	6	USH00478027
1187	478110	44.96	-90.93	332.20	WI	STANLEY	------	------	------	6	USH00478110
1188	478827	43.55	-90.87	382.50	WI	VIROQUA	------	------	------	6	USH00478827
1189	478919	43.17	-88.73	251.50	WI	WATERTOWN	------	------	------	6	USH00478919
1190	480140	43.77	-111.03	1962.00	WY	ALTA 1 NNW	------	------	------	7	USH00480140
1191	480540	44.37	-108.03	1169.50	WY	BASIN	------	------	------	7	USH00480540
1192	480552	42.63	-106.37	1831.80	WY	BATES CREEK #2	487105	------	------	7	USH00480552
1193	481675	41.15	-104.81	1868.40	WY	CHEYENNE WSFO AP	------	------	------	7	USH00481675
1194	481730	41.75	-104.82	1616.70	WY	CHUGWATER	------	------	------	7	USH00481730
1195	481840	44.52	-109.06	1549.00	WY	CODY	481175	------	------	7	USH00481840
1196	481905	44.87	-104.15	1060.70	WY	COLONY	------	------	------	7	USH00481905
1197	482595	43.22	-108.94	1699.30	WY	DIVERSION DAM	------	------	------	7	USH00482595
1198	482715	43.53	-109.65	2119.90	WY	DUBOIS	------	------	------	7	USH00482715
1199	483100	41.26	-110.95	2080.30	WY	EVANSTON 1 E	------	------	------	7	USH00483100
1200	484065	41.53	-109.47	1852.30	WY	GREEN RIVER	------	------	------	7	USH00484065
1201	485345	44.56	-110.39	2398.80	WY	LAKE YELLOWSTONE	------	------	------	7	USH00485345
1202	485415	41.31	-105.67	2214.70	WY	LARAMIE RGNL AP	485410	------	------	7	USH00485415
1203	485830	42.75	-104.48	1551.40	WY	LUSK 2 SW	------	------	------	7	USH00485830
1204	486195	43.41	-106.27	1481.30	WY	MIDWEST	------	------	------	7	USH00486195
1205	486440	43.85	-110.58	2072.00	WY	MORAN 5 WNW	------	------	------	7	USH00486440
1206	486660	43.85	-104.21	1315.20	WY	NEWCASTLE	------	------	------	7	USH00486660
1207	487115	43.24	-108.69	1658.10	WY	PAVILLION	------	------	------	7	USH00487115
1208	487240	41.17	-104.15	1578.90	WY	PINE BLUFFS 5W	487235	------	------	7	USH00487240
1209	487260	42.87	-109.86	2193.00	WY	PINEDALE	------	------	------	7	USH00487260
1210	487388	44.77	-108.75	1332.00	WY	POWELL FLD STN	487380	------	------	7	USH00487388
1211	487760	43.03	-108.37	1510.30	WY	RIVERTON	------	------	------	7	USH00487760
1212	487845	41.59	-109.06	2055.00	WY	ROCK SPRINGS AP	482885	483170	------	7	USH00487845
1213	487990	41.45	-106.80	2069.60	WY	SARATOGA	------	------	------	7	USH00487990
1214	488160	44.84	-106.83	1143.00	WY	SHERIDAN FLD STN	------	------	------	7	USH00488160
1215	488995	42.08	-104.22	1249.10	WY	TORRINGTON EXP FARM	------	------	------	7	USH00488995
1216	489615	42.11	-104.94	1413.70	WY	WHEATLAND 4 N	------	------	------	7	USH00489615
1217	489770	44.01	-107.96	1237.50	WY	WORLAND	------	------	------	7	USH00489770
1218	489905	44.97	-110.69	1898.90	WY	YELLOWSTONE PK MAMMOTH	------	------	------	7	USH00489905
